place_id,name,latitude,longitude,regular,premium,diesel
11503,SERVICO PASO DEL MACHO S.A DE C.V,18.97709,-96.72746,21.99,,23.89
11504,SERVICIO HIPERGAS SA DE CV,20.70661,-102.3777,22.79,,
11505,SUPER GAS DE POTRERO S.A DE C. V,18.8906,-96.80165,21.99,,
11506,"OPERADORA RIVERA SACRA, S.A. de C.V.",20.61093,-100.4189,22.09,,
11507,GASERVICIOS SAN DIEGO SA DE CV,20.42978,-103.4071,22.15,,
11508,RICARDO ESQUIVEL CASTAÑEDA,19.99243,-97.69262,22.79,,24.89
11509,RICARDO ESQUIVEL CASTAÑEDA,21.87197,-105.1491,23.65,24.4,25.4
11510,Lubricantes y Combustibles de la Costa SA de CV,18.52734,-103.5889,23.89,,25.29
11511,"SERVICIOS RANCHEZ, SA DE CV",24.44258,-107.3782,23.05,,
11512,SERVICIO ROHEL SA DE CV,20.39214,-103.1302,25.99,,
11513,Gasolineria el rosario S.A. de C.V.,19.91947,-99.14349,22.13,24.63,
11514,GRUPO GASOLINERO CARAVI SA DE CV,26.02867,-98.43867,18.19,20.67,24.39
11516,GRUPO GASOLINERO CARAVI SA DE CV,25.47876,-107.9289,23.19,24.99,
11518,HIDROCARBUROS HIDALGO SA DE CV,20.1059,-98.75043,20.89,,
11519,"MULTISERVICIOS TAMEHI, S.A. DE C.V.",19.63035,-101.5698,21.29,,23.19
11520,"Gasolina y Diesel de Occidente, S.A. de C. V.",20.72808,-103.3906,23.29,25.59,
11521,UNIGAS DEL PAPALOAPAN SA DE CV,18.45216,-96.35363,21.17,,
11522,MIGUEL CASTAÑEDA ESPARZA,22.47896,-101.9938,22.3,,
11523,"Gasolina y Diesel de Occidente, S.A. de C. V.",20.4778,-103.4536,23.48,25.48,
11524,ANA MARIA VALENZUELA MERCADO,19.79341,-100.187,22.65,,
11525,JOSE LUIS CANTELI FUENTE,19.47704,-98.89006,21.8,,
11526,GABRIELA ANDREA FARFAN VELAZQUEZ,19.40072,-101.6507,22.18,,24.84
11527,MARIA SOCORRO ORTEGA HERNANDEZ,19.49922,-101.7656,19,20.11,19.75
11528,MARIBEL AVILA CANO,20.0343,-98.7988,18.39,,
11529,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",20.91282,-86.876,23.87,25.23,25.19
11530,Gasolinera la Piedra S.A. de C.V.,15.29961,-92.38574,23.34,,
11531,Gasolinera la Piedra S.A. de C.V.,15.36755,-92.24186,23.89,,
11532,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",19.27095,-99.57624,21.69,24.09,23.99
11533,HUMBERTO FLORES JIMENEZ,18.36599,-100.2723,24.71,26.27,
11535,HUMBERTO FLORES JIMENEZ,18.31678,-100.2816,24.71,26.27,
11536,Gasolinera Niquivil S.A. de C.V.,15.26244,-92.21568,19.6,,17.18
11537,POMPA BOYLAN ASOCIADOS S.A. DE C.V. ,26.5793,-104.0494,21.19,23.99,20.31
11538,"COMBUSTIBLES Y LUBRICANTES GARVA, S. DE R.L. DE C.V.",32.621,-115.4184,21.29,,
11539,FEDERICO LOPEZ LOPEZ,29.17866,-110.8879,22.55,,23.99
11540,SUPER SERVICIO CIBRIAN SA DE CV,19.22874,-104.6974,23.05,,
11541,CARLOS ARMANDO VALENCIA MONREAL,30.71979,-112.1386,21.99,24.14,23.45
11542,GASOLINAS Y LUBRICANTES ALSEGA SA DE CV,31.69885,-106.4125,17.69,,
11543,SUPER SERVICIO FATIMA S.A. DE C.V.,25.42936,-101.0076,21.79,24.49,
11544,Servicios Ecológicos del Mayab S. de R.L. de C.V.,20.2079,-87.47454,23.58,,
11545,"BELLAS ARTES GASOLINERA, SA DE CV",32.64444,-115.4907,21.49,23.99,
11546,JOSE ALBERTO ASIS CALDERON,26.94217,-101.4487,21.88,24.88,
11547,"LA PROVIDENCIA COMBUSTIBLES LUBRICANTES Y SERVICIOS, S.A. DE C.V",19.63255,-99.09428,16.22,,
11548,Auxiliadora de Combustibles SA de CV,20.3303,-103.1103,23.6,,
11549,Auxiliadora de Combustibles SA de CV,20.31553,-103.1947,23.52,,24.35
11550,"DE LA HOYA 1, S.A. DE C.V.",24.49989,-104.0874,,,18.79
11551,SERVICIO SOMBRERITO SA DE CV,23.26065,-97.96126,23.2,,
11552,NOGALES ENERGETICOS S.A. DE C.V.,31.31786,-110.9468,18.79,,
11553,NOGALES ENERGETICOS S.A. DE C.V.,31.30182,-110.9484,16.19,,
11554,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",32.5268,-117.049,21.99,,
11555,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",32.47332,-116.8642,21.59,,
11556,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",32.51695,-116.9809,21.99,,
11557,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",32.44472,-117.013,21.99,,
11558,FRANCISCO RAFAEL ZORRILLA ALANIS,18.83271,-96.39247,22.63,,
11559,Gasovaz SA de CV,20.66048,-103.3373,22.99,,
11560,Petrovaz SA de CV,20.68832,-103.456,23.59,,
11561,Petrovaz SA de CV,20.69433,-103.4528,23.59,,
11562,Juan Antonio Castro Romero,20.93913,-89.54332,22.99,,
11563,GASOLINERA REAL VISTA HERMOSA II S. DE R.L DE C.V.,19.25835,-103.7078,22.5,,
11564,"HIDROCARBUROS HIDALGUENSES, S.A. DE C.V.",20.03276,-98.30904,20.88,22.39,22.9
11565,GASOLINERA SAN ISIDRO TEPALCATEPEC S.A de C.V.,19.08021,-102.8849,24.1,,
11566,"HIDROCARBUROS HIDALGUENSES, S.A. DE C.V.",20.06468,-98.34344,21.79,23.8,
11567,Multiservicios los Cienes S.A. de C.V.,28.77414,-107.0055,21.6,,23.85
11568,GASOLINERA JAG SA DE CV,25.63519,-100.2818,23.39,25.49,
11569,SERVICIOS MABEL SA DE CV,21.33578,-101.9611,23.5,25.65,22.69
11570,GRUPO QUINRA S.A. DE C.V.,18.87131,-99.06906,22.99,,
11571,EZEQUIEL ANTONIO FLORES GONZALEZ,19.96008,-99.84806,22.25,,
11572,"INMOBILIARIA CORSAL, SA DE CV",19.37325,-99.12286,23.39,,
11573,GRUPO SEPULVEDA ELIZONDO S.A. DE C.V.,25.74853,-100.1297,24.6,,
11574,ALEJANNDRO BORJA GONZALEZ SUCESION TESTAMENTARIA,32.52391,-117.0354,21.75,24.5,
11575,LUIS GERARDO HERNANDEZ ESPINOSA,21.02933,-101.8629,22.7,,
11576,ALEJANNDRO BORJA GONZALEZ SUCESION TESTAMENTARIA,32.51474,-117.0074,21.75,,
11577,GASOGRUPO EXCAM SA DE CV,18.60345,-99.37382,22.35,,
11578,MANUEL DE JESUS LOPEZ CERECER,32.57118,-114.997,21.59,,22.8
11579,SUPER GASOLINERAS DE LA FRONTERA S.A. DE C.V. ,28.66698,-100.5525,15.99,20.99,23.99
11580,777 MSI DIAMANTE SA DE CV,24.80213,-107.3615,20.2,23,22.3
11581,"COMBUSTIBLES CARRETEROS CARCO, S.A. DE C.V.",19.6298,-103.4648,23.77,,
11582,TRANSPORTADORA DE COMBUSTIBLES TOPOLOBAMEX SA DE CV,25.68112,-109.04,24.05,25.11,
11583,"Gufersa, S.A. de C.V.",18.96608,-99.23613,21.99,,
11584,"Gasolinera CIVAC, S.A.",18.91184,-99.1814,21.99,,
11585,CORPORATIVO DE MULTISERVICIOS NACIONALES S.A DE C.,26.09541,-98.2806,18.38,19.99,
11586,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,19.418,-99.14319,22.99,24.79,24.19
11587,VICENTE RAMIREZ ACOSTA,17.78388,-95.53252,22.7,,
11588,JUAN CARLOS LOMELIN ALBA,21.07721,-101.6805,22.83,,24.34
11589,MAC Servicios del Rio Banamichi S A de C V ,30.01417,-110.2163,23.3,,
11590,JUAN CARLOS LOMELIN ALBA,21.07538,-101.6823,20.68,,
11591,Estacion Chapultepec S de RL ,32.51657,-117.013,21.99,,
11592,"Servicio TREBOL, S.A.",18.92212,-99.20725,21.79,23.99,
11593,"ECV, SA DE CV",19.33065,-99.61311,21.79,22.69,
11594,"COMBUSTIBLES Y LUBRICANTES GARVA, S. DE R.L. DE C.V.",32.28942,-115.1109,21.99,,
11595,FRANCISCO SEGOVIA MARTINEZ,19.71857,-101.228,22.85,23.49,
11596,NUEVO SERVICIO CASTILLO,20.62188,-103.05,23.65,,
11597,Servicio Castillo S.A. de C.V.,20.61764,-103.0766,23.65,,
11598,JOSE LUIS VAZQUEZ JIMENEZ,20.14435,-99.95439,23.55,24.49,24.99
11599,SERVICIO FEMEMA SA DE CV,19.18224,-102.6998,24.13,,
11600,"COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA, S.A. DE C.V.",22.82167,-99.01044,21.94,23.99,
11601,DELIA JASMIN PARKER BALLESTEROS,29.68858,-111.0436,22.99,,
11602,GASOLINERIA TEMORIS S.A. DE C.V.,27.28139,-108.2785,24.69,,
11603,SERVICIOS INTEGRALES MARY SA DE CV,24.8341,-107.4007,19.79,22.49,
11604,COMERCIAL ONASISS SA DE CV,19.55877,-98.91222,22.35,24.45,23.5
11605,"UNION DE GASOLINEROS LAS TORRES, SA DE CV  E12587",21.9875,-99.64849,22.39,,24.44
11606,GASOLINERA COTIJA SA DE CV,19.80561,-102.6878,24.25,25,26.55
11607,SERVICIO LAS MATAS SA DE CV,18.03348,-94.52845,19.95,,
11608,AUTO SERVICIO SUR DE LA COSTA ALEGRE S.A DE C.V,19.48912,-104.6268,23.45,,
11609,BLANCA ARACELI REYES ZARZOSA,22.35982,-101.7179,22.49,,
11610,GASOLINERA EL CORTIJO S.A DE C.V.,19.63146,-100.6038,22.53,,
11611,"SERVICIO TEOLOCHOLCO, S.A. DE C.V.",19.24956,-98.19624,21.69,,
11612,MULTISERVICIOS COMBUSTIBLES Y LUBRICANTES LA 20 SA,24.77415,-107.4285,21.15,,
11613,"GASOLINERA GONZALEZ, S.A. DE C.V.",21.34705,-98.22703,22.99,24.79,
11614,SERVICIO Y REFACCIONES ZAMA SA DE CV,26.86712,-101.4334,21.91,25.65,25.2
11615,"GP GASOLINERA PERINORTE, S.A. DE C.V.",29.05614,-111.0181,21.99,24.89,
11616,SUPERSERVICIO SAETA S.A. DE C.V.,19.37964,-98.13691,22.66,,
11617,"SERVICIOS UNIDOS TINAJAS, S.A. DE C.V.",18.76022,-96.46239,18.95,,
11618,"GASOLINERA JUDEL CHIHUAHUITA, SA DE CV",25.58308,-99.99425,23.69,25.69,
11619,"Gasolineria División Zapata, S.A. de C.V.",19.3671,-99.15625,23.19,25.59,
11620,"GASOLINERAS MGM, S.A. DE C.V.",19.91468,-102.0057,23.34,,
11621,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.74551,-100.178,22.99,,
11622,SERVICIOS SIMPA SA DE CV,19.6689,-99.18098,20.38,22.71,18.2
11623,"SUPER SERVICIO EXPO, S. A. DE C. V.",25.67988,-100.2431,19.03,,
11624,RICARDO IBARRA BAUMANN,15.86305,-92.94875,22.43,,
11625,"GASOLINERA BUSTOS DE LA MORA, S.A. DE C.V.",20.8661,-102.6509,22.89,,24.54
11626,"ABASTECEDORA DE COMBUSTIBLES, S.A. DE C.V.",27.1412,-104.9031,22.5,,
11627,ENERGETICOS DEL PUERTO RAYON ,21.84968,-99.62851,22.62,,
11628,JOSE JAIME LOPEZ MERLOS,19.71108,-100.4649,22.54,,
11629,GASADER,20.13182,-96.98752,22.1,,
11630,SOC. COOP. AGROP. REGIONAL ANTORCHA CAMPESINA SCL,18.12137,-98.31101,22.4,23.49,
11631,JUAN MANUEL CELIS AGUIRRE,17.55603,-98.55079,22.8,23.59,24.89
11632,BRASIL ALBERTO ACOSTA PEÑA,25.49578,-103.3812,22.65,24.79,
11633,AUTO SERVICIO M5 S.A. DE C.V.,32.55232,-115.2144,21.2,21.99,22.8
11634,ISAURA MECALCO ESCALONA,18.14322,-94.79258,21.38,,0.1
11635,SERVICIO LOZANO S.A DE C.V ,26.85893,-101.4419,22.49,,
11636,SERVICIO LOZANO S.A DE C.V ,26.93564,-101.4388,22.49,,
11637,GRUPO HERCO S. A. DE C. V.,18.2759,-93.31953,22.19,23.7,
11638,"GRUPO GASOLINERO TITAN, SA DE CV",19.68142,-98.97723,22.04,,23.9
11639,GERARDO DELGADO VALENCIA,19.09607,-102.357,24.08,,
11640,ENRIQUE ENCISO DIAZ,20.3532,-103.191,23.2,25,24.1
11641,J INES VILLEGAS GARCIA,21.28598,-100.7005,,,18.79
11642,ESTACION DE SERVICIO RIVA PALACIO SA DE CV,18.36516,-100.6639,24.23,,
11643,RAQUEL MORALES RICO,19.31723,-100.4338,22.4,,
11646,ESTACION 10 SUR S.A. DE C.V. ,19.31187,-98.9635,21.99,,
11647,"SUPER SERVICIO COINTZIO, S.A. DE C.V. ",19.69301,-101.2756,22.19,,
11648,"GRUPO CRISAN, S. A. de C. V.",18.33427,-100.6886,24.25,,
11649,"DISTRIBUIDORA SAN CHARBEL, SA DE CV ",19.07769,-98.20482,20.2,22.97,
11650,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",19.65054,-99.18336,21.99,,
11651,"CONSORCIO GASOLINERO ARPABRE, SA DE CV",20.0838,-98.716,21.09,22.99,23.19
11652,LUIS EDUARDO SORIA GONZALEZ,19.65816,-101.5083,22.39,,
11653,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",31.85547,-112.8552,19.39,,
11654,Leonila Calderon Vargas,19.78862,-98.55419,22.34,,24.46
11655,SERVICIO PENSION S.A. DE C.V.,31.78679,-116.5916,21.39,23.99,
11656,"Servicio Ciudad Deportiva, S.A. de C.V.",19.40869,-99.09052,22.35,,
11657,"Servicio Imperial de Mexico, S.A. de C.V.",18.64382,-91.84255,17.77,17.9,18.11
11658,"GAS BRA, S.A. DE C.V.",18.69185,-99.28179,22.19,,
11659,ESTACION DE SERVICIOS GEMMA LOS ANGELES SA DE CV,19.07023,-98.2444,21.99,23.99,23.84
11660,GASOLINERA C V S DE PUEBLA SA DE CV,19.0277,-98.17649,22.39,24.59,
11661,MARIA SILVIA URETA SANCHEZ,32.49979,-116.9178,21.37,,
11662,JOHANNA ISAURA ARELLANO URETA,32.49897,-116.8925,21.29,,
11663,SERVICIO CLAVERIA S.A. DE C.V.,19.46546,-99.18691,22.49,25.49,
11664,"TRACTO CENTER, SA DE CV",22.39402,-97.89313,21.28,23.29,23.35
11665,SILVIA ARELLANO URETA,32.47706,-116.9688,21.89,,
11666,"TRACTO CENTER, SA DE CV",22.26757,-97.87406,21.35,23.28,21.55
11667,"TRACTO CENTER, SA DE CV",22.26255,-97.85053,21.35,23.28,
11668,"TRACTO CENTER, SA DE CV",22.35305,-97.8862,21.35,,
11669,ESTACION DE SERVICIO EL CRUCERO SA DE CV,26.91517,-101.4278,20.99,23.49,
11670,"GRUPO GASOLINERO Y AUTOMOTRIZ DE TAMAULIPAS, S.A. DE C.V.",22.25641,-97.87624,20.8,23.2,
11671,"Gasolinera Rodriguez Marron,S.A. de C.V.",17.00356,-96.71351,23.44,,
11672,MARIA LUISA HERANDEZ DEL ANGEL,23.77268,-99.1397,22.75,,
11673,SCOTTO BOETANI SA DE CV,18.93679,-99.23974,22.19,,
11674,Inmobiliaria Canutillo SA de CV,19.26271,-98.86771,21.2,22.3,
11675,JOSE IGNACIO BERRONDO AVALOS,19.42771,-99.11037,21.69,,
11676,Inmobiliaria Canutillo SA de CV,19.30693,-98.87506,21.8,22.3,
11677,PETRO FUELS APASEO EL ALTO SA DE CV,21.77706,-98.44712,21.84,,24.84
11678,Inmobiliaria Canutillo SA de CV,19.31183,-98.90075,21.8,22.3,
11679,SUPER SERVICIO DE CUAUHTEMOC Y COLLADO SA DE CV,19.17935,-96.14041,20.49,,
11680,Inmobiliaria Canutillo SA de CV,19.31593,-98.87151,21.8,22.3,
11681,AUTOSERVICIO EL COLOMO S.A DE C.V.,19.0561,-104.2377,23.2,,
11682,ESTACION DE SERVICIOS PUCTE SPR,18.24704,-88.65059,22.99,,
11683,servicio 23k sa de cv,28.81046,-106.1782,22.99,24.99,
11684,SERVICIO ISLA S.A. DE C.V.,18.76779,-95.76282,21.79,23.69,
11685,FABRICACION Y MONTAJES INDUSTRIALES ZAIMER SA DE C,20.81544,-102.8024,24.2,,
11686,GASOLINERA CAÑA BRAVA SA DE CV,18.27106,-88.67669,22.99,,
11687,SUPER GAS LAS FUENTES SA DE CV,18.90541,-96.93166,21.99,,
11688,PARADERO STA MARIA  S.A. DE C.V.,26.89293,-101.4103,21.99,,
11689,"SERVICIO LOS CAFETOS DE CORDOBA, S.A. DE C.V.",18.89265,-96.9424,21.59,,
11690,LUIS IGNACIO LIBREROS TREJO,18.88586,-96.92522,22.09,,
11691,"BELLAS ARTES GASOLINERA, SA DE CV",32.54488,-116.9167,21.79,24.89,22.99
11692,SERVICIO Y COMBUSTIBLES NORORIENTAL S DE RL DE CV,19.84059,-97.57682,22.12,23.5,
11693,SUPER GAS DE FORTIN SA DE CV ,18.90248,-96.9775,22.15,23.95,24.15
11694,"GASOLINERIA LOS CAFETOS, S.A. DE C.V.",18.85467,-96.85984,22.09,,
11695,"SERVICIO LOS CAFETOS, S.A. DE C.V.",18.88644,-96.96716,22.09,,
11696,Auto Servicio OSMAR S.A. de C.V.,32.63746,-115.413,21.39,23.49,23.49
11697,"LOS CAFETOS DE FORTIN, S.A. DE C.V.",18.90257,-96.98308,22.09,,23.69
11698,Ángel Palacios Teran,22.31408,-102.0295,22.2,,24.5
11699,GASOLINERA EL COYOTE S.A DE C.V.,30.72127,-112.1722,21.99,24.14,
11700,CARLOS CESARIN ORTEGA TRUJILLO,16.54859,-92.89879,21.75,,
11701,ENERGÉTICOS VALLE HERMOSO S.A. DE C.V.,25.84436,-97.50779,17.89,,
11702,VIGO HIDROCARBUROS SA DE CV,24.75731,-107.1192,24.2,,
11703,SERVICIO LAS TORRES SUR SA DE CV,21.14916,-101.6634,20.43,23.89,
11704,SERVICIO DELTA SA DE CV,21.09075,-101.6221,20.7,23.89,23.49
11705,SERVICIO  LAS TORRES NORTE SA DE CV,21.14976,-101.6628,20.43,23.89,
11706,"OPERADORA HB, S.A. DE C.V.",19.1045,-96.15018,21.95,22.45,
11707,"OPERADORA HB, S.A. DE C.V.",19.08608,-96.1013,21.95,22.45,
11708,OPERADORA JOSFA SA DE CV,21.08429,-101.614,20.52,23.89,
11709,SERVICIO EL PRIETO S.A.,19.46299,-99.21295,22.59,,
11710,SERVICIO MERIDA 2000 SA DE CV,21.01188,-89.65294,22.98,24.98,
11711,Combustibles Tlajomulco SA de CV,20.45418,-103.5175,21.95,23.59,
11712,"ENERKOM CONSULTORIA EN ADMINISTRACION, S.A. DE C.V.",21.0296,-89.57735,22.99,,
11713,MONICA OCAMPO MONTES,21.0256,-99.74384,22.49,,24.5
11714,"COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA, S.A. DE C.V.",22.83949,-99.33065,22.79,,24.19
11715,RAYMUNDO NAVARRO GODINEZ,20.63168,-100.9933,16.02,,
11716,MAURICIO PRIETO GOMEZ,19.74854,-101.1724,20.99,22.99,23.09
11717,"SERVICIOS HERMANOS MEDINA LOPEZ, S.A. DE C.V. ",19.54231,-100.6174,24.49,,
11718,YUMKA SA DE CV,19.4095,-99.14959,21.99,,23.98
11719,VICTOR HUGO REYNOSO MADRIGAL,20.68116,-103.8476,22.88,25.25,
11720,"SERVICIO LAS CHIQUILLAS S.A. DE C.V,",20.32318,-104.5396,23.6,,
11721,Empresa Creativa S.A. de C.V.,19.58624,-98.42831,21.13,,
11722,AUTO SERVICIO MALECON S.A DE C.V.,19.05011,-104.3035,23,,
11723,XOCHIGAS S.A. DE C.V.,18.7755,-99.22489,21.99,23.58,23.88
11724,AUTOSERVICIO DEL VALLE DE ZINACANTEPEC SA DE CV,19.29441,-99.72504,20.59,22.99,23.39
11725,"INMOBILIARIA SAMICH, S.A. DE C.V.",19.98726,-102.2804,23.13,,
11726,"INMOBILIARIA SAMICH, S.A. DE C.V.",20.31862,-102.7747,22.77,24.95,24.18
11727,HECTOR EDUARDO CASTILLO GILES,17.77834,-99.97931,24.79,21.36,25.66
11728,"ESTACION DE SERVICIOS GOMCO, S.A. DE C.V.",20.47165,-103.4429,21.59,,
11729,"INMOBILIARIA SAMICH, S.A. DE C.V.",20.29198,-102.5572,22.73,24.41,
11730,MULTISERVICIO SAR S.A. DE C.V.,19.57771,-102.3165,23.36,,
11731,"INMOBILIARIA SAMICH, S.A. DE C.V.",19.99635,-102.2845,23.15,25.19,24.69
11732,LUCRECIA MONREAL LIZARRAGA,30.72304,-112.151,21.99,24.14,23.45
11733,Servicio Makana SA de CV,19.09069,-98.21935,21.02,,
11734,"SERVICIO CIUDAD DEL SOL, S.A. DE C.V.",20.36349,-102.0263,22.56,,24.74
11735,SOCIEDAD DE PRODUCCION RURAL FELIPE ANGELES S. DE ,22.54719,-102.7942,22.98,,
11736,IRMA YOLANDA SOLIS BARRERA,21.16336,-90.03136,23.34,,
11737,"COMBUSTIBLES BENTAN, S.A. DE C.V.",20.11637,-98.78149,20.99,,
11738,SERVICIO AGUIRRE CASTELLANOS SA DE CV,20.29818,-103.1901,22.6,,
11739,SERVICIO CINTURON DE ORION S.A DE C.V,19.31583,-98.93418,22.39,,
11740,GASOLINERA 8 BOULEVARD SA DE CV,23.7284,-99.14408,21.99,,
11741,"INMOBILIARIA SAMICH, S.A. DE C.V.",19.97154,-102.2966,23.15,25.36,24.81
11742,"SERVICIO HARRIER, S.A. DE C.V.",19.39114,-99.00138,20.59,24.79,23.99
11743,"LAS MEJORES ESTACIONES, S.A DE C.V",20.23571,-99.59688,21.91,24.25,
11744,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.76801,-100.3939,20.99,24.99,24.55
11745,"INMOBILIARIA SAMICH, S.A. DE C.V.",19.98512,-102.6975,23.4,,
11746,servicios del real del alamito s.a de c.v,29.17812,-110.8499,22.59,25.29,22.75
11747,VFN COMBUSTIBLES S.A.P.I. DE C.V. ,19.08172,-96.19369,22.7,22.9,
11748,"INMOBILIARIA CHALCA HOTELERA, S.A. DE C.V. ",19.38935,-98.9801,22.09,24.89,23.89
11749,"SERVICIO LOS CAFETOS, S.A. DE C.V.",18.887,-96.96449,22.09,,
11750,"Servicio Plaza Cuernavaca, S.A. DE C.V.",18.93292,-99.2305,21.99,,
11751,CRISTOBAL VAZQUEZ GARCIA,19.9341,-98.3275,19.5,,20.5
11752,"SERVICIO EL KENO, S.A. DE C.V.",29.10189,-110.9932,20.99,,
11753,SERVICIO ACUEDUCTO MORELIA S.A. DE C.V.,19.69583,-101.1652,21.99,,
11754,"GASOLINERA REFORMA, SA DE CV",23.36704,-110.1743,23.49,,
11755,"GASOLINERA REFORMA, SA DE CV",24.14182,-110.2835,22.89,,
11756,"ESTACION EL NARANJO, SA DE CV",27.59985,-113.3622,23.69,,
11757,"LUIS ALVAREZ E HIJOS, S.A. DE C.V.",32.6611,-115.4599,20.99,,
11758,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",31.02766,-114.8504,22.59,24.99,
11759,MARIA DEL CARMEN QUINTERO BAUTISTA,21.0607,-98.4993,21.93,,
11760,SERVICIO LLANO GRANDE S.A. DE C.V.,18.8264,-99.77074,23.29,25.09,25.25
11761,SERVICIO LA CALI SA DE CV,30.49411,-116.0287,22.97,24.97,23.57
11762,JOSE PEREZ GONZALEZ,27.23665,-100.1353,21.4,,
11763,"ADMINISTRADORA DEL MERCADO DE ABASTOS ESTRELLA, SA",25.71138,-100.2911,22.59,,
11764,SERVICIO LA CALI SA DE CV,30.51044,-115.9266,22.97,24.97,23.57
11765,"GASOLINERA REFORMA, SA DE CV",24.15538,-110.3024,22.89,24.99,
11766,"GASOLINERA REFORMA, SA DE CV",24.13648,-110.3391,22.49,,
11767,"GASOLINERA REFORMA, SA DE CV",24.12287,-110.311,22.89,,
11768,SERVICIO POGAS SA DE CV,30.65495,-115.9709,22.97,24.97,23.57
11769,SERVICIO POGAS SA DE CV,30.4709,-115.9143,22.97,24.97,23.57
11770,Servicios Osnar SA de CV,21.51578,-104.9125,21.99,,
11771,"COMBUSTIBLES EL AMATE, S.A. DE C.V",18.53889,-96.38426,22.1,,
11772,ROCIO DEL CARMEN GONZALEZ SANCHEZ,19.36711,-98.99115,22.69,24.79,
11773,ENRIQUE MATA VARGAS,19.07047,-99.38759,22.02,23.95,23.75
11774,"GRUPO GASOLINERO ESSA, S.A. DE CV.",18.44983,-96.35599,22.39,23.49,24.48
11775,ESTACION DE SERVICIO ALTARES  S.A DE C.V ,29.02337,-110.9447,22.19,25.19,
11776,SERVICIOS INTERNACIONALES VICAM S.A DE C.V ,27.64159,-110.2962,22.99,25.5,
11777,Servicio Panorama S.A. de C.V.,20.57917,-100.3788,20.99,,
11778,PAULINO VAZQUEZ MORAN,20.70141,-99.77383,22.5,24.05,24.4
11779,MIGRAG GRUPO CONSTUCTOR S.A DE C.V,29.11046,-110.966,22.48,,
11780,ALBINO ESPINOZA PEREZ,19.8224,-101.6847,22.25,,
11896,GASOLINERA PIREKUA S.A. de C.V,19.49753,-101.6002,22.29,23.68,24.45
11897,servicio norte 45 sa de cv,19.4957,-99.15932,22.75,,
11898,"Servicio Lutron, S.A. de C.V.",19.54331,-99.02317,22.09,23.79,
12027,"PETROMAX, S.A. DE C.V.",25.5072,-103.4001,22.99,,
12028,"PETROMAX, S.A. DE C.V.",28.62065,-106.0337,22.29,,
12029,"PETROMAX, S.A. DE C.V.",20.72431,-103.5024,22.99,,
12030,"PETROMAX, S.A. DE C.V.",25.55189,-103.4446,22.69,,
12032,"Rym de Tijuana, S.A. de C.V.",32.45631,-116.8263,21.1,,
12033,GASOLINERIA CIMARRON S.A. DE C.V.,21.17413,-86.82359,23.78,,
12034,SERVICIO AGUA VERDE S.A. DE C.V.,20.50601,-87.22917,23.78,24.78,
12035,SERVICIO CBE S.A. DE C.V.,20.63518,-87.0773,23.79,,
12036,SERVICIOS MARITIMOS TURQUESA S.A. DE C.V.,21.14639,-86.88158,23.78,,
12037,"CENTRO DE SERVICIO AUTOMOVILISTICO, SA DE CV",20.05576,-98.78632,21.49,,
12039,Servicio Ancira Garza S.A. de C.V.,27.46025,-99.51799,18.39,,
12040,Servicio AG Las Campanas S.A. de C.V.,27.41959,-99.53538,18.39,,
12053,SERVICIO MAELKA SA DE CV,16.00425,-97.43035,24.39,,
12055,GASOLINERA ARCE S.A. DE C.V.,23.75601,-99.14165,22.69,23.99,
12057,"ESTACION PIRU, S.A. DE C.V.",32.54374,-116.9411,20.99,23.49,
12086,ADRIANA MORALES ROMERO,18.02152,-93.36706,21.99,,
12124,GASOLINERA DEL BALSAS S.A. DE C.V.,17.96367,-102.2036,21.4,22.3,
12125,GASOLINERA ISLA DEL CAYACAL S.A. DE C.V.,17.97117,-102.2051,21.8,22.5,
12136,GASOLINERA GUACAMAYAS SA DE CV ,17.98792,-102.2182,21.43,,
12147,Super Servicio Buenos Aires S.A. de C.V.,18.01354,-102.2734,21.99,23.99,23.75
12158,Servicio Lamas S.A. de C.V.,22.63321,-103.8827,22.8,24.5,
12170,SERVICIOS Y LUBRICANTES FORGAS SA DE CV,27.49579,-109.9429,23,,
12182,EZEQUIEL MONTOYA RAMIREZ,28.35259,-107.8489,22.53,20.75,
12197,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.70514,-100.3487,24.89,25.69,
12217,Servicios Favela del Palmito S.A. de C.V.,24.78868,-107.4282,22.66,24.91,25.24
